pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,
-50,x,33,0,132,0,,,,,440.0910509000005,441.0919520000007,441.0919520000007,441.0919520000007,441.0919520000007,441.0919520000007,442.09097569999903,442.09097569999903,x,1,0.5946339000001899,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
150,v,33,1,133,1,,,,,442.70799819999957,443.708784299999,443.708784299999,443.708784299999,443.708784299999,443.708784299999,444.69096030000037,444.69096030000037,v,1,1.543547100000069,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
50,c,33,2,134,2,,,,,446.2600091000004,447.2623982999994,447.2623982999994,447.2623982999994,447.2623982999994,447.28119119999974,448.25821069999984,448.25821069999984,v,0,0.6084828000002744,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
-150,z,33,3,135,3,,,,,448.89094040000055,449.8916301999998,449.8916301999998,449.8916301999998,449.8916301999998,449.8916301999998,450.8910715000002,450.8910715000002,z,1,0.706318000000465,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
-50,x,34,0,136,0,,,,,451.6246515999992,452.6247022999996,452.6247022999996,452.6247022999996,452.6247022999996,452.6247022999996,453.6090320000003,453.6090320000003,x,1,1.4385132000006706,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
150,v,34,1,137,1,,,,,455.07589349999944,456.0577487999999,456.0577487999999,456.0577487999999,456.0577487999999,456.09207219999917,457.07444249999935,457.07444249999935,v,1,2.3588533000001917,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
50,c,34,2,138,2,,,,,459.45741459999954,460.4581419999995,460.4581419999995,460.4581419999995,460.4581419999995,460.4581419999995,461.45752100000027,461.45752100000027,c,1,0.7621393000008538,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
-150,z,34,3,139,3,,,,,462.24149679999937,463.22570090000045,463.22570090000045,463.22570090000045,463.22570090000045,463.2434410999995,464.2262264000001,464.2262264000001,z,1,0.5829967000008764,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
-50,x,35,0,140,0,,,,,464.82772900000055,465.82886770000005,465.82886770000005,465.82886770000005,465.82886770000005,465.8421264000008,466.82445989999906,466.82445989999906,x,1,0.6698358000012377,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
150,v,35,1,141,1,,,,,467.5240288999994,468.5247249999993,468.5247249999993,468.5247249999993,468.5247249999993,468.5247249999993,469.5244053999995,469.5244053999995,v,1,0.6631073000007746,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
50,c,35,2,142,2,,,,,470.20727420000003,471.2099441999999,471.2099441999999,471.2099441999999,471.2099441999999,471.2099441999999,472.19141540000055,472.19141540000055,c,1,0.8134300000001531,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
-150,z,35,3,143,3,,,,,473.02461930000027,474.02468769999905,474.02468769999905,474.02468769999905,474.02468769999905,474.02468769999905,475.0252822000002,475.0252822000002,z,1,0.7131669000009424,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
-50,x,36,0,144,0,,,,,475.7584874999993,476.75866359999964,476.75866359999964,476.75866359999964,476.75866359999964,476.75866359999964,477.75743130000046,477.75743130000046,x,1,0.7851496999992378,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
150,v,36,1,145,1,,,,,478.57422439999937,479.57466229999955,479.57466229999955,479.57466229999955,479.57466229999955,479.57466229999955,480.5741945999998,480.5741945999998,v,1,0.8159300000006624,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
50,c,36,2,146,2,,,,,481.40871010000046,482.4089093999992,482.4089093999992,482.4089093999992,482.4089093999992,482.4089093999992,483.4074707,483.4074707,c,1,0.6555992000012338,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
-150,z,36,3,147,3,,,,,484.0913388000008,485.0909793999999,485.0909793999999,485.0909793999999,485.0909793999999,485.0909793999999,486.09118390000003,486.09118390000003,z,1,0.597345199999836,None,01,001,2023-10-09_11h18.23.939,motor_sequence_learning,2023.1.3,59.80675242112376,
